period,metric,value
2018-01-01,"Нефтегазовые доходы, всего",661.3
2018-02-01,"Нефтегазовые доходы, всего",628.2
2018-03-01,"Нефтегазовые доходы, всего",570.1
2018-04-01,"Нефтегазовые доходы, всего",630.7
2018-05-01,"Нефтегазовые доходы, всего",684.5
2018-06-01,"Нефтегазовые доходы, всего",760.2
2018-07-01,"Нефтегазовые доходы, всего",749.2
2018-08-01,"Нефтегазовые доходы, всего",817.5
2018-09-01,"Нефтегазовые доходы, всего",800.3
2018-10-01,"Нефтегазовые доходы, всего",920.0
2018-11-01,"Нефтегазовые доходы, всего",959.6
2018-12-01,"Нефтегазовые доходы, всего",836.1
2019-01-01,"Нефтегазовые доходы, всего",680.8
2019-02-01,"Нефтегазовые доходы, всего",686.6
2019-03-01,"Нефтегазовые доходы, всего",626.1
2019-04-01,"Нефтегазовые доходы, всего",729.2
2019-05-01,"Нефтегазовые доходы, всего",697.7
2019-06-01,"Нефтегазовые доходы, всего",701.6
2019-07-01,"Нефтегазовые доходы, всего",661.0
2019-08-01,"Нефтегазовые доходы, всего",624.6
2019-09-01,"Нефтегазовые доходы, всего",600.5
2019-10-01,"Нефтегазовые доходы, всего",668.7
2019-11-01,"Нефтегазовые доходы, всего",588.7
2019-12-01,"Нефтегазовые доходы, всего",658.8
2020-01-01,"Нефтегазовые доходы, всего",615.9
2020-02-01,"Нефтегазовые доходы, всего",608.3
2020-03-01,"Нефтегазовые доходы, всего",563.7
2020-04-01,"Нефтегазовые доходы, всего",434.6
2020-05-01,"Нефтегазовые доходы, всего",214.2
2020-06-01,"Нефтегазовые доходы, всего",224.3
2020-07-01,"Нефтегазовые доходы, всего",341.0
2020-08-01,"Нефтегазовые доходы, всего",404.9
2020-09-01,"Нефтегазовые доходы, всего",447.1
2020-10-01,"Нефтегазовые доходы, всего",474.5
2020-11-01,"Нефтегазовые доходы, всего",453.7
2020-12-01,"Нефтегазовые доходы, всего",453.0
2021-01-01,"Нефтегазовые доходы, всего",490.8
2021-02-01,"Нефтегазовые доходы, всего",544.9
2021-03-01,"Нефтегазовые доходы, всего",582.5
2021-04-01,"Нефтегазовые доходы, всего",889.8
2021-05-01,"Нефтегазовые доходы, всего",620.9
2021-06-01,"Нефтегазовые доходы, всего",647.0
2021-07-01,"Нефтегазовые доходы, всего",994.0
2021-08-01,"Нефтегазовые доходы, всего",695.8
2021-09-01,"Нефтегазовые доходы, всего",718.9
2021-10-01,"Нефтегазовые доходы, всего",1107.9
2021-11-01,"Нефтегазовые доходы, всего",884.7
2021-12-01,"Нефтегазовые доходы, всего",879.1
2022-01-01,"Нефтегазовые доходы, всего",794.5
2022-02-01,"Нефтегазовые доходы, всего",971.7
2022-03-01,"Нефтегазовые доходы, всего",1208.1
2022-04-01,"Нефтегазовые доходы, всего",1797.7
2022-05-01,"Нефтегазовые доходы, всего",886.0
2022-06-01,"Нефтегазовые доходы, всего",717.9
2022-07-01,"Нефтегазовые доходы, всего",770.5
2022-08-01,"Нефтегазовые доходы, всего",671.9
2022-09-01,"Нефтегазовые доходы, всего",688.2
2022-10-01,"Нефтегазовые доходы, всего",1281.7
2022-11-01,"Нефтегазовые доходы, всего",866.4
2022-12-01,"Нефтегазовые доходы, всего",931.5
2023-01-01,"Нефтегазовые доходы, всего",425.5
2023-02-01,"Нефтегазовые доходы, всего",521.2
2023-03-01,"Нефтегазовые доходы, всего",688.2
2023-04-01,"Нефтегазовые доходы, всего",647.5
2023-05-01,"Нефтегазовые доходы, всего",570.7
2023-06-01,"Нефтегазовые доходы, всего",528.6
2023-07-01,"Нефтегазовые доходы, всего",811.3
2023-08-01,"Нефтегазовые доходы, всего",642.7
2023-09-01,"Нефтегазовые доходы, всего",739.9
2023-10-01,"Нефтегазовые доходы, всего",1634.6
2023-11-01,"Нефтегазовые доходы, всего",961.7
2023-12-01,"Нефтегазовые доходы, всего",650.5
2024-01-01,"Нефтегазовые доходы, всего",675.2
2024-02-01,"Нефтегазовые доходы, всего",945.6
2024-03-01,"Нефтегазовые доходы, всего",1307.5
2024-04-01,"Нефтегазовые доходы, всего",1229.0
2024-05-01,"Нефтегазовые доходы, всего",793.7
2024-06-01,"Нефтегазовые доходы, всего",746.6
2024-07-01,"Нефтегазовые доходы, всего",1079.3
2024-08-01,"Нефтегазовые доходы, всего",778.6
2024-09-01,"Нефтегазовые доходы, всего",771.9
2024-10-01,"Нефтегазовые доходы, всего",1211.8
2024-11-01,"Нефтегазовые доходы, всего",801.7
2024-12-01,"Нефтегазовые доходы, всего",790.2
2025-01-01,"Нефтегазовые доходы, всего",789.1
2025-02-01,"Нефтегазовые доходы, всего",771.3
2025-03-01,"Нефтегазовые доходы, всего",1081.3
2025-04-01,"Нефтегазовые доходы, всего",1085.6
2025-05-01,"Нефтегазовые доходы, всего",512.7
2025-06-01,"Нефтегазовые доходы, всего",494.8
2025-07-01,"Нефтегазовые доходы, всего",787.3
2025-08-01,"Нефтегазовые доходы, всего",505.0
2025-09-01,"Нефтегазовые доходы, всего",582.5
2025-10-01,"Нефтегазовые доходы, всего",888.6
2025-11-01,"Нефтегазовые доходы, всего",530.9
2025-12-01,"Нефтегазовые доходы, всего",447.8
2026-01-01,"Нефтегазовые доходы, всего",393.3
2026-02-01,"Нефтегазовые доходы, всего",432.3
2026-03-01,"Нефтегазовые доходы, всего",617.0
2026-04-01,"Нефтегазовые доходы, всего",855.6
2018-01-01,Налог на добычу полезных ископаемых,442.9
2018-02-01,Налог на добычу полезных ископаемых,444.8
2018-03-01,Налог на добычу полезных ископаемых,363.7
2018-04-01,Налог на добычу полезных ископаемых,412.0
2018-05-01,Налог на добычу полезных ископаемых,459.8
2018-06-01,Налог на добычу полезных ископаемых,533.5
2018-07-01,Налог на добычу полезных ископаемых,504.5
2018-08-01,Налог на добычу полезных ископаемых,527.4
2018-09-01,Налог на добычу полезных ископаемых,543.8
2018-10-01,Налог на добычу полезных ископаемых,624.9
2018-11-01,Налог на добычу полезных ископаемых,650.5
2018-12-01,Налог на добычу полезных ископаемых,502.0
2019-01-01,Налог на добычу полезных ископаемых,466.5
2019-02-01,Налог на добычу полезных ископаемых,508.5
2019-03-01,Налог на добычу полезных ископаемых,473.0
2019-04-01,Налог на добычу полезных ископаемых,538.5
2019-05-01,Налог на добычу полезных ископаемых,560.9
2019-06-01,Налог на добычу полезных ископаемых,569.5
2019-07-01,Налог на добычу полезных ископаемых,477.7
2019-08-01,Налог на добычу полезных ископаемых,487.1
2019-09-01,Налог на добычу полезных ископаемых,468.9
2019-10-01,Налог на добычу полезных ископаемых,462.1
2019-11-01,Налог на добычу полезных ископаемых,459.8
2019-12-01,Налог на добычу полезных ископаемых,499.2
2020-01-01,Налог на добычу полезных ископаемых,489.2
2020-02-01,Налог на добычу полезных ископаемых,514.9
2020-03-01,Налог на добычу полезных ископаемых,423.8
2020-04-01,Налог на добычу полезных ископаемых,251.7
2020-05-01,Налог на добычу полезных ископаемых,133.1
2020-06-01,Налог на добычу полезных ископаемых,170.3
2020-07-01,Налог на добычу полезных ископаемых,243.9
2020-08-01,Налог на добычу полезных ископаемых,298.7
2020-09-01,Налог на добычу полезных ископаемых,335.5
2020-10-01,Налог на добычу полезных ископаемых,306.1
2020-11-01,Налог на добычу полезных ископаемых,321.9
2020-12-01,Налог на добычу полезных ископаемых,330.6
2021-01-01,Налог на добычу полезных ископаемых,382.0
2021-02-01,Налог на добычу полезных ископаемых,454.5
2021-03-01,Налог на добычу полезных ископаемых,470.6
2021-04-01,Налог на добычу полезных ископаемых,557.5
2021-05-01,Налог на добычу полезных ископаемых,557.4
2021-06-01,Налог на добычу полезных ископаемых,593.0
2021-07-01,Налог на добычу полезных ископаемых,611.5
2021-08-01,Налог на добычу полезных ископаемых,664.4
2021-09-01,Налог на добычу полезных ископаемых,627.5
2021-10-01,Налог на добычу полезных ископаемых,661.1
2021-11-01,Налог на добычу полезных ископаемых,777.1
2021-12-01,Налог на добычу полезных ископаемых,754.3
2022-01-01,Налог на добычу полезных ископаемых,717.2
2022-02-01,Налог на добычу полезных ископаемых,927.5
2022-03-01,Налог на добычу полезных ископаемых,953.1
2022-04-01,Налог на добычу полезных ископаемых,1269.6
2022-05-01,Налог на добычу полезных ископаемых,937.9
2022-06-01,Налог на добычу полезных ископаемых,743.1
2022-07-01,Налог на добычу полезных ископаемых,707.6
2022-08-01,Налог на добычу полезных ископаемых,744.7
2022-09-01,Налог на добычу полезных ископаемых,661.7
2022-10-01,Налог на добычу полезных ископаемых,990.2
2022-11-01,Налог на добычу полезных ископаемых,1020.4
2022-12-01,Налог на добычу полезных ископаемых,971.0
2023-01-01,Налог на добычу полезных ископаемых,437.7
2023-02-01,Налог на добычу полезных ископаемых,643.6
2023-03-01,Налог на добычу полезных ископаемых,562.8
2023-04-01,Налог на добычу полезных ископаемых,599.2
2023-05-01,Налог на добычу полезных ископаемых,703.6
2023-06-01,Налог на добычу полезных ископаемых,631.6
2023-07-01,Налог на добычу полезных ископаемых,673.0
2023-08-01,Налог на добычу полезных ископаемых,874.9
2023-09-01,Налог на добычу полезных ископаемых,1086.6
2023-10-01,Налог на добычу полезных ископаемых,1107.7
2023-11-01,Налог на добычу полезных ископаемых,1174.7
2023-12-01,Налог на добычу полезных ископаемых,970.0
2024-01-01,Налог на добычу полезных ископаемых,878.4
2024-02-01,Налог на добычу полезных ископаемых,1213.7
2024-03-01,Налог на добычу полезных ископаемых,995.0
2024-04-01,Налог на добычу полезных ископаемых,1077.6
2024-05-01,Налог на добычу полезных ископаемых,1117.2
2024-06-01,Налог на добычу полезных ископаемых,1024.3
2024-07-01,Налог на добычу полезных ископаемых,944.0
2024-08-01,Налог на добычу полезных ископаемых,1044.5
2024-09-01,Налог на добычу полезных ископаемых,1017.1
2024-10-01,Налог на добычу полезных ископаемых,908.1
2024-11-01,Налог на добычу полезных ископаемых,1014.3
2024-12-01,Налог на добычу полезных ископаемых,1000.0
2025-01-01,Налог на добычу полезных ископаемых,1049.1
2025-02-01,Налог на добычу полезных ископаемых,1029.7
2025-03-01,Налог на добычу полезных ископаемых,776.5
2025-04-01,Налог на добычу полезных ископаемых,769.1
2025-05-01,Налог на добычу полезных ископаемых,647.2
2025-06-01,Налог на добычу полезных ископаемых,609.4
2025-07-01,Налог на добычу полезных ископаемых,634.1
2025-08-01,Налог на добычу полезных ископаемых,675.7
2025-09-01,Налог на добычу полезных ископаемых,677.2
2025-10-01,Налог на добычу полезных ископаемых,671.3
2025-11-01,Налог на добычу полезных ископаемых,650.5
2025-12-01,Налог на добычу полезных ископаемых,548.8
2026-01-01,Налог на добычу полезных ископаемых,440.3
2026-02-01,Налог на добычу полезных ископаемых,437.7
2026-03-01,Налог на добычу полезных ископаемых,442.9
2026-04-01,Налог на добычу полезных ископаемых,916.8
2018-01-01,Нефть,368.5
2018-02-01,Нефть,387.1
2018-03-01,Нефть,313.7
2018-04-01,Нефть,355.5
2018-05-01,Нефть,402.7
2018-06-01,Нефть,474.8
2018-07-01,Нефть,451.7
2018-08-01,Нефть,473.5
2018-09-01,Нефть,489.1
2018-10-01,Нефть,541.8
2018-11-01,Нефть,556.1
2018-12-01,Нефть,417.6
2019-01-01,Нефть,376.8
2019-02-01,Нефть,432.8
2019-03-01,Нефть,404.1
2019-04-01,Нефть,463.6
2019-05-01,Нефть,491.0
2019-06-01,Нефть,502.2
2019-07-01,Нефть,422.0
2019-08-01,Нефть,431.1
2019-09-01,Нефть,414.4
2019-10-01,Нефть,406.9
2019-11-01,Нефть,398.1
2019-12-01,Нефть,432.5
2020-01-01,Нефть,426.8
2020-02-01,Нефть,449.7
2020-03-01,Нефть,366.0
2020-04-01,Нефть,202.5
2020-05-01,Нефть,88.9
2020-06-01,Нефть,123.6
2020-07-01,Нефть,199.1
2020-08-01,Нефть,254.2
2020-09-01,Нефть,287.3
2020-10-01,Нефть,257.0
2020-11-01,Нефть,266.8
2020-12-01,Нефть,276.3
2021-01-01,Нефть,324.2
2021-02-01,Нефть,391.4
2021-03-01,Нефть,409.3
2021-04-01,Нефть,487.9
2021-05-01,Нефть,489.9
2021-06-01,Нефть,524.5
2021-07-01,Нефть,547.1
2021-08-01,Нефть,598.0
2021-09-01,Нефть,565.1
2021-10-01,Нефть,589.4
2021-11-01,Нефть,695.0
2021-12-01,Нефть,673.9
2022-01-01,Нефть,634.6
2022-02-01,Нефть,829.8
2022-03-01,Нефть,858.0
2022-04-01,Нефть,1152.5
2022-05-01,Нефть,828.3
2022-06-01,Нефть,655.8
2022-07-01,Нефть,640.9
2022-08-01,Нефть,681.3
2022-09-01,Нефть,599.2
2022-10-01,Нефть,508.4
2022-11-01,Нефть,527.8
2022-12-01,Нефть,474.8
2023-01-01,Нефть,364.1
2023-02-01,Нефть,490.7
2023-03-01,Нефть,427.1
2023-04-01,Нефть,448.8
2023-05-01,Нефть,560.6
2023-06-01,Нефть,502.4
2023-07-01,Нефть,553.8
2023-08-01,Нефть,745.8
2023-09-01,Нефть,944.5
2023-10-01,Нефть,952.2
2023-11-01,Нефть,996.8
2023-12-01,Нефть,799.8
2024-01-01,Нефть,715.7
2024-02-01,Нефть,1022.3
2024-03-01,Нефть,803.1
2024-04-01,Нефть,880.3
2024-05-01,Нефть,937.0
2024-06-01,Нефть,855.1
2024-07-01,Нефть,800.2
2024-08-01,Нефть,882.3
2024-09-01,Нефть,848.3
2024-10-01,Нефть,742.1
2024-11-01,Нефть,823.1
2024-12-01,Нефть,801.6
2025-01-01,Нефть,840.4
2025-02-01,Нефть,868.2
2025-03-01,Нефть,646.4
2025-04-01,Нефть,633.6
2025-05-01,Нефть,532.5
2025-06-01,Нефть,506.1
2025-07-01,Нефть,543.4
2025-08-01,Нефть,579.6
2025-09-01,Нефть,578.8
2025-10-01,Нефть,574.6
2025-11-01,Нефть,530.8
2025-12-01,Нефть,430.7
2026-01-01,Нефть,331.9
2026-02-01,Нефть,314.4
2026-03-01,Нефть,326.8
2026-04-01,Нефть,771.3
2018-01-01,Газ,62.4
2018-02-01,Газ,45.5
2018-03-01,Газ,40.1
2018-04-01,Газ,45.7
2018-05-01,Газ,45.2
2018-06-01,Газ,44.8
2018-07-01,Газ,41.1
2018-08-01,Газ,42.5
2018-09-01,Газ,43.2
2018-10-01,Газ,69.0
2018-11-01,Газ,78.9
2018-12-01,Газ,72.3
2019-01-01,Газ,77.7
2019-02-01,Газ,60.0
2019-03-01,Газ,54.2
2019-04-01,Газ,57.5
2019-05-01,Газ,54.3
2019-06-01,Газ,51.5
2019-07-01,Газ,42.5
2019-08-01,Газ,43.3
2019-09-01,Газ,42.3
2019-10-01,Газ,43.6
2019-11-01,Газ,48.2
2019-12-01,Газ,51.8
2020-01-01,Газ,51.6
2020-02-01,Газ,49.4
2020-03-01,Газ,43.6
2020-04-01,Газ,38.7
2020-05-01,Газ,36.2
2020-06-01,Газ,37.4
2020-07-01,Газ,35.3
2020-08-01,Газ,33.3
2020-09-01,Газ,35.9
2020-10-01,Газ,37.1
2020-11-01,Газ,42.1
2020-12-01,Газ,41.7
2021-01-01,Газ,44.0
2021-02-01,Газ,46.1
2021-03-01,Газ,44.3
2021-04-01,Газ,49.7
2021-05-01,Газ,46.9
2021-06-01,Газ,47.2
2021-07-01,Газ,44.3
2021-08-01,Газ,44.8
2021-09-01,Газ,45.9
2021-10-01,Газ,50.2
2021-11-01,Газ,58.0
2021-12-01,Газ,56.4
2022-01-01,Газ,58.3
2022-02-01,Газ,64.8
2022-03-01,Газ,60.5
2022-04-01,Газ,70.5
2022-05-01,Газ,69.9
2022-06-01,Газ,54.4
2022-07-01,Газ,39.9
2022-08-01,Газ,33.7
2022-09-01,Газ,37.5
2022-10-01,Газ,452.9
2022-11-01,Газ,462.9
2022-12-01,Газ,466.7
2023-01-01,Газ,44.3
2023-02-01,Газ,120.5
2023-03-01,Газ,107.6
2023-04-01,Газ,119.7
2023-05-01,Газ,106.6
2023-06-01,Газ,95.6
2023-07-01,Газ,86.7
2023-08-01,Газ,91.1
2023-09-01,Газ,102.3
2023-10-01,Газ,104.8
2023-11-01,Газ,122.1
2023-12-01,Газ,118.2
2024-01-01,Газ,113.7
2024-02-01,Газ,135.2
2024-03-01,Газ,136.8
2024-04-01,Газ,136.4
2024-05-01,Газ,116.5
2024-06-01,Газ,108.7
2024-07-01,Газ,94.0
2024-08-01,Газ,112.0
2024-09-01,Газ,115.8
2024-10-01,Газ,111.6
2024-11-01,Газ,129.7
2024-12-01,Газ,138.2
2025-01-01,Газ,143.8
2025-02-01,Газ,92.7
2025-03-01,Газ,77.4
2025-04-01,Газ,82.9
2025-05-01,Газ,68.0
2025-06-01,Газ,58.4
2025-07-01,Газ,51.1
2025-08-01,Газ,56.3
2025-09-01,Газ,55.9
2025-10-01,Газ,55.5
2025-11-01,Газ,74.8
2025-12-01,Газ,76.7
2026-01-01,Газ,70.9
2026-02-01,Газ,88.9
2026-03-01,Газ,85.5
2026-04-01,Газ,92.5
2018-01-01,Газовый конденсат,12.0
2018-02-01,Газовый конденсат,12.1
2018-03-01,Газовый конденсат,9.9
2018-04-01,Газовый конденсат,10.9
2018-05-01,Газовый конденсат,11.8
2018-06-01,Газовый конденсат,13.8
2018-07-01,Газовый конденсат,11.8
2018-08-01,Газовый конденсат,11.4
2018-09-01,Газовый конденсат,11.5
2018-10-01,Газовый конденсат,14.1
2018-11-01,Газовый конденсат,15.5
2018-12-01,Газовый конденсат,12.1
2019-01-01,Газовый конденсат,12.0
2019-02-01,Газовый конденсат,15.8
2019-03-01,Газовый конденсат,14.8
2019-04-01,Газовый конденсат,17.4
2019-05-01,Газовый конденсат,15.5
2019-06-01,Газовый конденсат,15.8
2019-07-01,Газовый конденсат,13.2
2019-08-01,Газовый конденсат,12.7
2019-09-01,Газовый конденсат,12.3
2019-10-01,Газовый конденсат,11.6
2019-11-01,Газовый конденсат,13.4
2019-12-01,Газовый конденсат,14.8
2020-01-01,Газовый конденсат,10.9
2020-02-01,Газовый конденсат,15.8
2020-03-01,Газовый конденсат,14.1
2020-04-01,Газовый конденсат,10.4
2020-05-01,Газовый конденсат,8.0
2020-06-01,Газовый конденсат,9.3
2020-07-01,Газовый конденсат,9.5
2020-08-01,Газовый конденсат,11.2
2020-09-01,Газовый конденсат,12.3
2020-10-01,Газовый конденсат,12.0
2020-11-01,Газовый конденсат,12.9
2020-12-01,Газовый конденсат,12.6
2021-01-01,Газовый конденсат,13.8
2021-02-01,Газовый конденсат,17.0
2021-03-01,Газовый конденсат,16.9
2021-04-01,Газовый конденсат,19.9
2021-05-01,Газовый конденсат,20.6
2021-06-01,Газовый конденсат,21.3
2021-07-01,Газовый конденсат,20.2
2021-08-01,Газовый конденсат,21.6
2021-09-01,Газовый конденсат,16.6
2021-10-01,Газовый конденсат,21.5
2021-11-01,Газовый конденсат,24.2
2021-12-01,Газовый конденсат,24.0
2022-01-01,Газовый конденсат,24.3
2022-02-01,Газовый конденсат,32.9
2022-03-01,Газовый конденсат,34.6
2022-04-01,Газовый конденсат,46.6
2022-05-01,Газовый конденсат,39.7
2022-06-01,Газовый конденсат,32.9
2022-07-01,Газовый конденсат,26.8
2022-08-01,Газовый конденсат,29.6
2022-09-01,Газовый конденсат,24.9
2022-10-01,Газовый конденсат,28.8
2022-11-01,Газовый конденсат,29.7
2022-12-01,Газовый конденсат,29.5
2023-01-01,Газовый конденсат,29.3
2023-02-01,Газовый конденсат,32.4
2023-03-01,Газовый конденсат,28.1
2023-04-01,Газовый конденсат,30.8
2023-05-01,Газовый конденсат,36.4
2023-06-01,Газовый конденсат,33.6
2023-07-01,Газовый конденсат,32.5
2023-08-01,Газовый конденсат,38.0
2023-09-01,Газовый конденсат,39.8
2023-10-01,Газовый конденсат,50.7
2023-11-01,Газовый конденсат,55.9
2023-12-01,Газовый конденсат,52.0
2024-01-01,Газовый конденсат,49.0
2024-02-01,Газовый конденсат,56.2
2024-03-01,Газовый конденсат,55.1
2024-04-01,Газовый конденсат,60.9
2024-05-01,Газовый конденсат,63.6
2024-06-01,Газовый конденсат,60.6
2024-07-01,Газовый конденсат,49.8
2024-08-01,Газовый конденсат,50.2
2024-09-01,Газовый конденсат,53.0
2024-10-01,Газовый конденсат,54.4
2024-11-01,Газовый конденсат,61.6
2024-12-01,Газовый конденсат,60.2
2025-01-01,Газовый конденсат,64.9
2025-02-01,Газовый конденсат,68.8
2025-03-01,Газовый конденсат,52.7
2025-04-01,Газовый конденсат,52.6
2025-05-01,Газовый конденсат,46.7
2025-06-01,Газовый конденсат,44.9
2025-07-01,Газовый конденсат,39.6
2025-08-01,Газовый конденсат,39.7
2025-09-01,Газовый конденсат,42.5
2025-10-01,Газовый конденсат,41.1
2025-11-01,Газовый конденсат,44.9
2025-12-01,Газовый конденсат,41.5
2026-01-01,Газовый конденсат,37.5
2026-02-01,Газовый конденсат,34.4
2026-03-01,Газовый конденсат,30.6
2026-04-01,Газовый конденсат,52.9
2018-01-01,Экспортная пошлина,218.4
2018-02-01,Экспортная пошлина,183.4
2018-03-01,Экспортная пошлина,206.4
2018-04-01,Экспортная пошлина,218.6
2018-05-01,Экспортная пошлина,224.8
2018-06-01,Экспортная пошлина,226.7
2018-07-01,Экспортная пошлина,244.7
2018-08-01,Экспортная пошлина,290.2
2018-09-01,Экспортная пошлина,256.5
2018-10-01,Экспортная пошлина,295.1
2018-11-01,Экспортная пошлина,309.1
2018-12-01,Экспортная пошлина,334.1
2019-01-01,Экспортная пошлина,214.3
2019-02-01,Экспортная пошлина,187.9
2019-03-01,Экспортная пошлина,177.4
2019-04-01,Экспортная пошлина,199.1
